algorithm,n,structure,element_type,runs,mean_ms,min_ms,max_ms
merge_sort,100,reverse,string,200,0.2174,0.1219,2.4052
merge_sort_iterative,100,reverse,string,200,0.1558,0.1061,1.4166
patience_sort,100,reverse,string,200,0.0437,0.0341,0.2768
quick_sort,100,reverse,string,200,0.0965,0.073,0.7404
selection_sort,100,reverse,string,200,0.3141,0.2369,2.6971
shell_sort,100,reverse,string,200,0.0719,0.0579,0.9915
tim_sort,100,reverse,string,200,0.0016,0.0012,0.0043
bubble_sort,100,almost_sorted,string,200,0.3068,0.224,1.6808
comb_sort,100,almost_sorted,string,200,0.0848,0.0688,0.871
heap_sort,100,almost_sorted,string,200,0.2196,0.1468,2.2254
insertion_sort,100,almost_sorted,string,200,0.0284,0.0243,0.1443
intro_sort,100,almost_sorted,string,200,0.0577,0.0341,0.5734
merge_sort,100,almost_sorted,string,200,0.1453,0.1156,0.8189
merge_sort_iterative,100,almost_sorted,string,200,0.1929,0.1219,0.9792
patience_sort,100,almost_sorted,string,200,0.1169,0.1028,0.2779
quick_sort,100,almost_sorted,string,200,0.0876,0.0687,0.5982
selection_sort,100,almost_sorted,string,200,0.2903,0.2265,1.6554
shell_sort,100,almost_sorted,string,200,0.0634,0.047,0.4155
tim_sort,100,almost_sorted,string,200,0.0043,0.0029,0.0214
bubble_sort,1000,random,string,20,59.4215,51.6392,63.6425
comb_sort,1000,random,string,20,2.316,1.7095,4.4499
heap_sort,1000,random,string,20,2.9465,2.291,5.3944
insertion_sort,1000,random,string,20,30.5334,25.9739,41.9337
intro_sort,1000,random,string,20,1.1038,0.9049,2.5561
merge_sort,1000,random,string,20,2.9527,1.9614,5.7267
merge_sort_iterative,1000,random,string,20,2.5458,1.9991,4.9675
patience_sort,1000,random,string,20,1.3288,1.0678,3.2086
quick_sort,1000,random,string,20,1.2694,0.9936,2.8758
selection_sort,1000,random,string,20,34.9219,30.5744,44.1031
shell_sort,1000,random,string,20,2.0131,1.6104,3.7946
tim_sort,1000,random,string,20,0.1912,0.1154,0.6931
bubble_sort,1000,sorted,string,20,0.0682,0.0667,0.0723
comb_sort,1000,sorted,string,20,1.7015,1.1991,4.6751
heap_sort,1000,sorted,string,20,3.4848,2.4499,8.2327
insertion_sort,1000,sorted,string,20,0.1156,0.1068,0.1508
intro_sort,1000,sorted,string,20,0.6216,0.5529,1.4664
merge_sort,1000,sorted,string,20,1.8392,1.3612,3.6134
merge_sort_iterative,1000,sorted,string,20,1.7656,1.394,4.0831
patience_sort,1000,sorted,string,20,2.5874,1.9028,5.8596
quick_sort,1000,sorted,string,20,1.3883,0.9241,5.4648
selection_sort,1000,sorted,string,20,35.8955,29.4189,45.0295
shell_sort,1000,sorted,string,20,1.0306,0.7214,3.3219
tim_sort,1000,sorted,string,20,0.0137,0.0108,0.0195
bubble_sort,1000,reverse,string,20,79.3385,70.9218,89.3072
comb_sort,1000,reverse,string,20,2.0743,1.4818,5.2276
heap_sort,1000,reverse,string,20,3.1364,2.2413,6.071
insertion_sort,1000,reverse,string,20,57.3959,49.5144,67.5568
intro_sort,1000,reverse,string,20,2.0698,1.5496,4.794
merge_sort,1000,reverse,string,20,1.9539,1.3472,5.4939
merge_sort_iterative,1000,reverse,string,20,1.7053,1.3616,3.9193
patience_sort,1000,reverse,string,20,0.4465,0.3169,0.9836
quick_sort,1000,reverse,string,20,2.0774,1.3529,5.1024
selection_sort,1000,reverse,string,20,39.1914,29.825,55.523
shell_sort,1000,reverse,string,20,2.5006,1.4434,5.5147
tim_sort,1000,reverse,string,20,0.0178,0.0134,0.0253
bubble_sort,1000,almost_sorted,string,20,40.3704,34.0057,49.14
comb_sort,1000,almost_sorted,string,20,2.3996,1.573,4.6495
heap_sort,1000,almost_sorted,string,20,3.1376,2.4296,5.4463
insertion_sort,1000,almost_sorted,string,20,1.8089,1.5337,3.0432
intro_sort,1000,almost_sorted,string,20,1.3019,0.9945,2.9038
merge_sort,1000,almost_sorted,string,20,2.1178,1.635,5.2032
merge_sort_iterative,1000,almost_sorted,string,20,3.1694,1.736,11.9644
patience_sort,1000,almost_sorted,string,20,2.307,1.7095,5.5576
quick_sort,1000,almost_sorted,string,20,1.2361,1.1008,2.5138
selection_sort,1000,almost_sorted,string,20,33.9476,28.014,38.7298
shell_sort,1000,almost_sorted,string,20,1.8027,1.1866,3.5328
tim_sort,1000,almost_sorted,string,20,0.0497,0.0433,0.0924
bubble_sort,5000,random,string,5,1620.6119,1551.6027,1671.8886
comb_sort,5000,random,string,5,15.5361,14.7814,16.0019
heap_sort,5000,random,string,5,20.171,17.0183,23.2166
insertion_sort,5000,random,string,5,740.3614,718.9659,759.8324
intro_sort,5000,random,string,5,8.9351,6.2871,13.4056
merge_sort,5000,random,string,5,17.3636,14.7955,21.9928
merge_sort_iterative,5000,random,string,5,18.2638,15.7979,20.6919
patience_sort,5000,random,string,5,7.1235,6.2645,8.1689
quick_sort,5000,random,string,5,8.796,6.8793,10.9665
selection_sort,5000,random,string,5,921.2063,839.1457,1058.5321
shell_sort,5000,random,string,5,20.7193,16.426,32.499
tim_sort,5000,random,string,5,1.0315,0.8792,1.5321
bubble_sort,5000,sorted,string,5,0.4349,0.3675,0.5481
comb_sort,5000,sorted,string,5,11.8806,10.0901,13.0974
heap_sort,5000,sorted,string,5,20.5118,18.4216,23.6595
insertion_sort,5000,sorted,string,5,1.7462,0.6731,3.8382
intro_sort,5000,sorted,string,5,5.5526,4.3215,8.1448
merge_sort,5000,sorted,string,5,10.4891,8.9716,12.0803
merge_sort_iterative,5000,sorted,string,5,11.7988,10.2631,13.3395
patience_sort,5000,sorted,string,5,25.296,13.4796,57.2017
quick_sort,5000,sorted,string,5,7.0118,5.5589,9.6057
selection_sort,5000,sorted,string,5,922.5959,859.0509,1044.0309
shell_sort,5000,sorted,string,5,8.3475,5.4324,10.7083
tim_sort,5000,sorted,string,5,0.092,0.0741,0.1183
bubble_sort,5000,reverse,string,5,2316.8714,2107.6254,2935.9748
comb_sort,5000,reverse,string,5,14.025,11.6363,18.994
heap_sort,5000,reverse,string,5,20.6205,18.7582,25.5975
insertion_sort,5000,reverse,string,5,1558.565,1494.2803,1611.7763
intro_sort,5000,reverse,string,5,13.2989,11.4917,15.0521
merge_sort,5000,reverse,string,5,11.1877,8.2077,13.7336
merge_sort_iterative,5000,reverse,string,5,10.4592,8.8283,12.5336
patience_sort,5000,reverse,string,5,1.9011,1.7169,2.3934
quick_sort,5000,reverse,string,5,14.0815,12.4413,14.9919
selection_sort,5000,reverse,string,5,935.0469,909.2492,979.2555
shell_sort,5000,reverse,string,5,12.5754,9.5827,19.7038
tim_sort,5000,reverse,string,5,0.0788,0.0653,0.1014
bubble_sort,5000,almost_sorted,string,5,1138.3924,1114.3082,1157.0664
comb_sort,5000,almost_sorted,string,5,15.6392,14.2207,16.5799
heap_sort,5000,almost_sorted,string,5,22.3505,19.2636,30.2128
insertion_sort,5000,almost_sorted,string,5,49.3319,42.5849,57.2529
intro_sort,5000,almost_sorted,string,5,15.0581,13.0754,20.4971
merge_sort,5000,almost_sorted,string,5,13.9563,10.5171,25.281
merge_sort_iterative,5000,almost_sorted,string,5,15.5683,13.7151,17.1569
patience_sort,5000,almost_sorted,string,5,13.8596,12.1544,15.6996
quick_sort,5000,almost_sorted,string,5,12.8136,10.6021,15.1746
selection_sort,5000,almost_sorted,string,5,877.4238,861.8356,908.04
shell_sort,5000,almost_sorted,string,5,11.1231,9.1265,15.1452
tim_sort,5000,almost_sorted,string,5,0.2149,0.1947,0.2846
comb_sort,10000,random,string,5,38.1447,31.386,51.5211
heap_sort,10000,random,string,5,42.9264,39.75,45.9409
intro_sort,10000,random,string,5,18.9362,15.4339,30.1631
merge_sort,10000,random,string,5,32.1877,28.902,34.8378
merge_sort_iterative,10000,random,string,5,32.4289,28.2443,37.7164
parallel_merge_sort,10000,random,string,5,282.1172,262.1443,301.0054
patience_sort,10000,random,string,5,22.1184,16.8491,29.7912
quick_sort,10000,random,string,5,19.1517,16.4647,20.9102
shell_sort,10000,random,string,5,36.1782,33.4882,40.9639
tim_sort,10000,random,string,5,2.2509,1.8843,3.0032
comb_sort,10000,sorted,string,5,26.7775,22.581,32.933
heap_sort,10000,sorted,string,5,42.5816,38.1559,44.709
intro_sort,10000,sorted,string,5,11.8755,9.2964,16.1977
merge_sort,10000,sorted,string,5,20.9961,18.1075,24.4052
merge_sort_iterative,10000,sorted,string,5,26.0058,21.469,33.71
parallel_merge_sort,10000,sorted,string,5,251.5476,207.7744,298.561
patience_sort,10000,sorted,string,5,37.0778,31.289,50.1822
quick_sort,10000,sorted,string,5,15.3619,14.4774,16.5108
shell_sort,10000,sorted,string,5,17.3328,14.1484,25.3767
tim_sort,10000,sorted,string,5,0.1705,0.1501,0.2322
comb_sort,10000,reverse,string,5,27.6484,24.7556,30.6079
heap_sort,10000,reverse,string,5,37.2032,34.4648,41.5753
intro_sort,10000,reverse,string,5,28.741,27.8968,30.3321
merge_sort,10000,reverse,string,5,21.7081,18.8286,25.419
merge_sort_iterative,10000,reverse,string,5,19.8919,18.1415,22.7498
parallel_merge_sort,10000,reverse,string,5,324.906,263.0366,432.2162
patience_sort,10000,reverse,string,5,6.4213,4.3275,10.2532
quick_sort,10000,reverse,string,5,30.538,29.7967,31.7639
shell_sort,10000,reverse,string,5,24.4918,21.2554,28.786
tim_sort,10000,reverse,string,5,0.1852,0.1627,0.2524
comb_sort,10000,almost_sorted,string,5,40.2095,32.1882,45.8243
heap_sort,10000,almost_sorted,string,5,45.0426,41.6922,47.9424
intro_sort,10000,almost_sorted,string,5,33.1682,26.2141,39.8498
merge_sort,10000,almost_sorted,string,5,33.2872,29.0732,37.2303
merge_sort_iterative,10000,almost_sorted,string,5,34.2823,30.5746,37.987
parallel_merge_sort,10000,almost_sorted,string,5,276.3081,215.005,314.006
patience_sort,10000,almost_sorted,string,5,34.1599,29.6527,39.2751
quick_sort,10000,almost_sorted,string,5,28.6866,25.9113,35.3707
shell_sort,10000,almost_sorted,string,5,25.5253,24.4304,26.7316
tim_sort,10000,almost_sorted,string,5,0.4651,0.4332,0.5407
comb_sort,50000,random,string,1,240.9502,240.9502,240.9502
heap_sort,50000,random,string,1,261.9081,261.9081,261.9081
intro_sort,50000,random,string,1,91.9566,91.9566,91.9566
merge_sort,50000,random,string,1,199.6648,199.6648,199.6648
merge_sort_iterative,50000,random,string,1,215.0156,215.0156,215.0156
parallel_merge_sort,50000,random,string,1,295.1058,295.1058,295.1058
patience_sort,50000,random,string,1,108.8597,108.8597,108.8597
quick_sort,50000,random,string,1,110.3944,110.3944,110.3944
shell_sort,50000,random,string,1,289.8413,289.8413,289.8413
tim_sort,50000,random,string,1,20.8218,20.8218,20.8218
comb_sort,50000,sorted,string,1,173.2488,173.2488,173.2488
heap_sort,50000,sorted,string,1,271.5997,271.5997,271.5997
intro_sort,50000,sorted,string,1,74.4349,74.4349,74.4349
merge_sort,50000,sorted,string,1,129.0336,129.0336,129.0336
merge_sort_iterative,50000,sorted,string,1,161.6539,161.6539,161.6539
parallel_merge_sort,50000,sorted,string,1,328.9415,328.9415,328.9415
patience_sort,50000,sorted,string,1,252.1689,252.1689,252.1689
quick_sort,50000,sorted,string,1,111.551,111.551,111.551
shell_sort,50000,sorted,string,1,136.5903,136.5903,136.5903
tim_sort,50000,sorted,string,1,1.306,1.306,1.306
comb_sort,50000,reverse,string,1,362.9321,362.9321,362.9321
heap_sort,50000,reverse,string,1,308.49,308.49,308.49
intro_sort,50000,reverse,string,1,187.4757,187.4757,187.4757
merge_sort,50000,reverse,string,1,118.0114,118.0114,118.0114
merge_sort_iterative,50000,reverse,string,1,143.1071,143.1071,143.1071
parallel_merge_sort,50000,reverse,string,1,324.4913,324.4913,324.4913
patience_sort,50000,reverse,string,1,26.3249,26.3249,26.3249
quick_sort,50000,reverse,string,1,198.5173,198.5173,198.5173
shell_sort,50000,reverse,string,1,206.4351,206.4351,206.4351
tim_sort,50000,reverse,string,1,1.269,1.269,1.269
comb_sort,50000,almost_sorted,string,1,384.9856,384.9856,384.9856
heap_sort,50000,almost_sorted,string,1,316.9376,316.9376,316.9376
intro_sort,50000,almost_sorted,string,1,329.9686,329.9686,329.9686
merge_sort,50000,almost_sorted,string,1,197.514,197.514,197.514
merge_sort_iterative,50000,almost_sorted,string,1,203.9864,203.9864,203.9864
parallel_merge_sort,50000,almost_sorted,string,1,320.221,320.221,320.221
patience_sort,50000,almost_sorted,string,1,215.5696,215.5696,215.5696
quick_sort,50000,almost_sorted,string,1,213.0087,213.0087,213.0087
shell_sort,50000,almost_sorted,string,1,239.0885,239.0885,239.0885
tim_sort,50000,almost_sorted,string,1,10.3452,10.3452,10.3452
comb_sort,100000,random,string,1,821.004,821.004,821.004
heap_sort,100000,random,string,1,662.5404,662.5404,662.5404
intro_sort,100000,random,string,1,248.0792,248.0792,248.0792
merge_sort,100000,random,string,1,422.2128,422.2128,422.2128
merge_sort_iterative,100000,random,string,1,439.0104,439.0104,439.0104
parallel_merge_sort,100000,random,string,1,381.9609,381.9609,381.9609
patience_sort,100000,random,string,1,247.9683,247.9683,247.9683
quick_sort,100000,random,string,1,234.3007,234.3007,234.3007
shell_sort,100000,random,string,1,725.7417,725.7417,725.7417
tim_sort,100000,random,string,1,27.4569,27.4569,27.4569
comb_sort,100000,sorted,string,1,496.284,496.284,496.284
heap_sort,100000,sorted,string,1,570.9153,570.9153,570.9153
intro_sort,100000,sorted,string,1,158.9844,158.9844,158.9844
merge_sort,100000,sorted,string,1,295.2657,295.2657,295.2657
merge_sort_iterative,100000,sorted,string,1,326.6901,326.6901,326.6901
parallel_merge_sort,100000,sorted,string,1,336.5441,336.5441,336.5441
patience_sort,100000,sorted,string,1,482.9262,482.9262,482.9262
quick_sort,100000,sorted,string,1,324.203,324.203,324.203
shell_sort,100000,sorted,string,1,520.8149,520.8149,520.8149
tim_sort,100000,sorted,string,1,7.3676,7.3676,7.3676
comb_sort,100000,reverse,string,1,575.2034,575.2034,575.2034
heap_sort,100000,reverse,string,1,585.6403,585.6403,585.6403
intro_sort,100000,reverse,string,1,424.6314,424.6314,424.6314
merge_sort,100000,reverse,string,1,309.6521,309.6521,309.6521
merge_sort_iterative,100000,reverse,string,1,311.8139,311.8139,311.8139
parallel_merge_sort,100000,reverse,string,1,362.2144,362.2144,362.2144
patience_sort,100000,reverse,string,1,62.2361,62.2361,62.2361
quick_sort,100000,reverse,string,1,416.3645,416.3645,416.3645
shell_sort,100000,reverse,string,1,412.0019,412.0019,412.0019
tim_sort,100000,reverse,string,1,3.458,3.458,3.458
comb_sort,100000,almost_sorted,string,1,583.0314,583.0314,583.0314
heap_sort,100000,almost_sorted,string,1,602.8535,602.8535,602.8535
intro_sort,100000,almost_sorted,string,1,342.4664,342.4664,342.4664
merge_sort,100000,almost_sorted,string,1,379.6659,379.6659,379.6659
merge_sort_iterative,100000,almost_sorted,string,1,458.2823,458.2823,458.2823
parallel_merge_sort,100000,almost_sorted,string,1,365.501,365.501,365.501
patience_sort,100000,almost_sorted,string,1,477.4567,477.4567,477.4567
quick_sort,100000,almost_sorted,string,1,311.123,311.123,311.123
shell_sort,100000,almost_sorted,string,1,498.1499,498.1499,498.1499
tim_sort,100000,almost_sorted,string,1,10.2432,10.2432,10.2432
